experiment,variant,instance,seed,value,weight,capacity,time_to_best_s,wall_s,kernel_s,iterations,walkers,budget_s,config_hash
late_ablation,late_noarchive,LK_1000_02,2,5166,3760,5000,120.170,120.490,116.391,658000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_02,3,5167,3717,5000,6.360,120.675,116.428,648000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_02,4,5167,3739,5000,75.050,120.612,117.900,666000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_02,5,5167,3756,5000,82.540,120.607,117.895,666000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_04,1,5431,3933,5000,3.370,120.412,116.117,696000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_04,2,5432,3952,5000,9.190,120.435,116.697,674000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_04,3,5431,3936,5000,2.020,120.359,116.847,688000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_04,4,5432,3952,5000,9.810,120.547,117.685,692000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_04,5,5432,3952,5000,5.410,120.359,117.444,690000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_07,1,5273,3813,5000,47.820,120.399,116.249,664000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_07,2,5273,3812,5000,3.550,120.550,116.644,662000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_07,3,5271,3762,5000,5.690,120.567,117.912,652000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_07,4,5271,3762,5000,6.380,120.613,117.898,664000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_07,5,5273,3786,5000,4.560,120.446,117.624,676000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_09,1,5345,3880,5000,2.410,120.367,116.275,654000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_09,2,5345,3885,5000,2.450,120.623,116.620,642000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_09,3,5345,3880,5000,2.120,120.578,117.864,598000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_09,4,5345,3885,5000,2.750,120.553,117.754,662000,1024,120,0d7ebcbbf2
late_ablation,late_noarchive,LK_1000_09,5,5345,3877,5000,2.750,120.415,117.690,662000,1024,120,0d7ebcbbf2
